"id","total","step1","step2","step3","step4","step5","step6"
"107","21.183192014694214","0.001","0.962","0.001","8.41","11.808","0.0"
"108","43.42919182777405","0.001","1.138","0.001","21.312","20.976","0.0"
"109","38.88267254829407","0.001","1.103","0.001","14.726","23.051","0.001"
"110","83.5634171962738","0.001","0.906","0.001","17.729","64.926","0.0"
"111","36.73756742477417","0.001","1.01","0.001","8.386","27.339","0.001"
"112","44.8237509727478","0.0","0.98","0.001","16.547","27.294","0.0"
"113","25.337174654006958","0.001","0.939","0.001","9.739","14.656","0.001"
"114","34.013524293899536","0.001","1.14","0.001","13.017","19.853","0.001"
"115","17.65281057357788","0.001","1.072","0.001","8.029","8.549","0.0"
"116","58.893404722213745","0.0","1.009","0.001","15.251","42.63","0.001"
"117","69.3839647769928","0.001","1.064","0.001","6.761","61.556","0.0"
"118","14.318838596343994","0.001","1.053","0.001","4.264","8.999","0.001"
"119","15.641067266464233","0.0","1.12","0.001","7.534","6.984","0.0"
"120","49.74408960342407","0.0","1.222","0.001","20.238","28.281","0.001"
"121","113.18726778030396","0.001","1.169","0.001","21.639","90.376","0.0"
"122","28.904926538467407","0.001","1.24","0.001","18.841","8.82","0.001"
"123","28.4045193195343","0.001","1.092","0.001","14.87","12.438","0.001"
"124","137.35018968582153","0.001","1.119","0.001","33.081","103.147","0.001"
"126","13.526907920837402","0.001","1.088","0.001","7.908","4.528","0.001"
"127","19.803783178329468","0.001","0.956","0.001","5.129","13.716","0.001"
"128","85.27211093902588","0.0","1.12","0.001","25.537","58.613","0.001"
"129","17.738951921463013","0.0","1.121","0.001","7.068","9.546","0.0"
"130","20.289120197296143","0.001","1.25","0.001","11.385","7.65","0.0"
"131","22.874577045440674","0.001","0.907","0.001","5.948","16.015","0.0"
"132","14.360376596450806","0.001","0.934","0.001","8.247","5.176","0.0"
"133","35.540525913238525","0.0","0.961","0.001","15.35","19.227","0.001"
